"dataResourceUid","dataResourceName","images","dcterms:modified","dcterms:language","dcterms:license","rightsHolder","dcterms:accessRights","dcterms:bibliographicCitation","references","institutionID","collectionID","datasetID","institutionCode","collectionCode","datasetName","ownerInstitutionCode","basisOfRecord","informationWithheld","dataGeneralizations","dynamicProperties","occurrenceID","catalogNumber","recordNumber","recordedBy","individualCount","organismQuantity","organismQuantityType","sex","lifeStage","reproductiveCondition","behavior","establishmentMeans","occurrenceStatus","preparations","disposition","associatedMedia","associatedReferences","associatedTaxa","otherCatalogNumbers","occurrenceRemarks","organismID","organismName","associatedOccurrences","previousIdentifications","organismRemarks","materialSampleID","eventID","parentEventID","fieldNumber","eventDate","eventTime","startDayOfYear","endDayOfYear","year","month","day","verbatimEventDate","habitat","samplingProtocol","samplingEffort","sampleSizeValue","sampleSizeUnit","fieldNotes","eventRemarks","locationID","higherGeographyID","continent","waterBody","islandGroup","island","country","countryCode","stateProvince","county","municipality","locality","verbatimLocality","minimumElevationInMeters","maximumElevationInMeters","verbatimElevation","minimumDepthInMeters","maximumDepthInMeters","verbatimDepth","minimumDistanceAboveSurfaceInMeters","maximumDistanceAboveSurfaceInMeters","locationAccordingTo","locationRemarks","decimalLatitude","decimalLongitude","geodeticDatum","coordinateUncertaintyInMeters","coordinatePrecision","verbatimCoordinates","verbatimLatitude","verbatimLongitude","verbatimCoordinateSystem","verbatimSRS","footprintWKT","footprintSRS","georeferencedDate","georeferenceProtocol","georeferenceSources","georeferenceVerificationStatus","georeferenceRemarks","geologicalContextID","earliestEonOrLowestEonothem","latestEonOrHighestEonothem","earliestEraOrLowestErathem","latestEraOrHighestErathem","earliestPeriodOrLowestSystem","latestPeriodOrHighestSystem","earliestEpochOrLowestSeries","latestEpochOrHighestSeries","earliestAgeOrLowestStage","latestAgeOrHighestStage","lowestBiostratigraphicZone","highestBiostratigraphicZone","lithostratigraphicTerms","group","formation","member","bed","identificationID","identificationQualifier","typeStatus","identifiedBy","dateIdentified","identificationReferences","identificationVerificationStatus","identificationRemarks","taxonID","scientificNameID","acceptedNameUsageID","parentNameUsageID","nameAccordingToID","namePublishedInID","taxonConceptID","raw_scientificName","scientificName","acceptedNameUsage","parentNameUsage","originalNameUsage","nameAccordingTo","namePublishedIn","namePublishedInYear","higherClassification","kingdom","phylum","class","order","family","genus","subgenus","specificEpithet","infraspecificEpithet","taxonRank","verbatimTaxonRank","scientificNameAuthorship","vernacularName","nomenclaturalCode","taxonomicStatus","nomenclaturalStatus","taxonRemarks","measurementDeterminedDate","recordedByID","identifiedByID","videos","species","subfamily","eventType","measurementRemarks","measurementValue","relationshipRemarks","superfamily","relationshipOfResource","measurementMethod","identifier","provenance","sounds","recordID","rights","source","measurementID","measurementType","measurementUnit","measurementDeterminedBy","measurementAccuracy","degreeOfEstablishment","relatedResourceID","images","dcterms:type"
"dr343","Northern Territory Museum and Art Gallery provider for OZCAM","","2023-03-22","en","CC-BY 4.0 (Au)","Board of the Museum and Art Gallery of the Northern Territory","","","","","","","MAGNT","Mammal","","","PRESERVED_SPECIMEN","","Record is Endangered in Northern Territory. Generalised to 10km by NT NRETAS.","","urn:lsid:ozcam.taxonomy.org.au:MAGNT:Mammal:U2495","U2495","","","","","","","","","","","PRESENT","whole animal (ETOH)","","","","","","","","","","","","","","","","1970-08-05T00:00:00Z","","217","217","1970","8","5","","","","","","","","","","","","","","","Australia","AU","Northern Territory","","","","","","","","","","","","","","","-13.9","136.8","EPSG:4326","10000.0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","https://biodiversity.org.au/afd/taxa/7993d9b8-c777-41fc-984c-a1fda2c8878f","Macroderma gigas","Macroderma gigas","","","","","","","","Animalia","Chordata","Mammalia","Chiroptera","Megadermatidae","Macroderma","","gigas","","species","","(Dobson, 1880)","Ghost Bat","","","","","","","","","Macroderma gigas","","","","","","","","","","Published dataset","","e7d663e9-06a7-4538-a512-e449a51b8e3e","","","","","","","","","","","PhysicalObject"
"dr343","Northern Territory Museum and Art Gallery provider for OZCAM","","2022-08-23","en","CC-BY 4.0 (Au)","Board of the Museum and Art Gallery of the Northern Territory","","","","","","","MAGNT","Mammal","","","PRESERVED_SPECIMEN","","Record is Endangered in Northern Territory. Generalised to 10km by NT NRETAS.","","urn:lsid:ozcam.taxonomy.org.au:MAGNT:Mammal:U0276","U0276","","","","","","","","","","","PRESENT","skeleton | skin","","","","","","","","","","","","","","","","1969-04-09T00:00:00Z","","99","99","1969","4","9","","","","","","","","","","","","","","","Australia","AU","Northern Territory","","","","","","","","","","","","","","","-13.9","131.9","EPSG:4326","10000.0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","J.L. McKean","","","","","","","","","","","https://biodiversity.org.au/afd/taxa/7993d9b8-c777-41fc-984c-a1fda2c8878f","Macroderma gigas","Macroderma gigas","","","","","","","","Animalia","Chordata","Mammalia","Chiroptera","Megadermatidae","Macroderma","","gigas","","species","","(Dobson, 1880)","Ghost Bat","","","","","","","","","Macroderma gigas","","","","","","","","","","Published dataset","","9f89f2e8-77e1-4127-b426-8e3c5b1886b9","","","","","","","","","","","PhysicalObject"
"dr343","Northern Territory Museum and Art Gallery provider for OZCAM","","2022-08-23","en","CC-BY 4.0 (Au)","Board of the Museum and Art Gallery of the Northern Territory","","","","","","","MAGNT","Mammal","","","PRESERVED_SPECIMEN","","Record is Endangered in Northern Territory. Generalised to 10km by NT NRETAS.","","urn:lsid:ozcam.taxonomy.org.au:MAGNT:Mammal:U5721","U5721","","","","","","","","","","","PRESENT","whole animal (ETOH)","","","","","","","","","","","","","","","","2005-07-18T00:00:00Z","","199","199","2005","7","18","","","","","","","","","","","","","","","Australia","AU","Northern Territory","","","","","","","","","","","","","","","-12.6","131.0","EPSG:4326","10000.0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","P.G. Horner","2005","","","","","","","","","","https://biodiversity.org.au/afd/taxa/7993d9b8-c777-41fc-984c-a1fda2c8878f","Macroderma gigas","Macroderma gigas","","","","","","","","Animalia","Chordata","Mammalia","Chiroptera","Megadermatidae","Macroderma","","gigas","","species","","(Dobson, 1880)","Ghost Bat","","","","","","","","","Macroderma gigas","","","","","","","","","","Published dataset","","0c50587e-c07f-4a85-ad0a-ef84a9b81a9f","","","","","","","","","","","PhysicalObject"
"dr343","Northern Territory Museum and Art Gallery provider for OZCAM","","2023-03-22","en","CC-BY 4.0 (Au)","Board of the Museum and Art Gallery of the Northern Territory","","","","","","","MAGNT","Mammal","","","PRESERVED_SPECIMEN","","Record is Endangered in Northern Territory. Generalised to 10km by NT NRETAS.","","urn:lsid:ozcam.taxonomy.org.au:MAGNT:Mammal:U2466","U2466","","","","","","","","","","","PRESENT","skeleton | whole animal (ETOH)","","","","","","","","","","","","","","","","1954-08-01T00:00:00Z","","213","213","1954","8","1","","","","","","","","","","","","","","","Australia","AU","Northern Territory","","","","","","","","","","","","","","","-13.0","133.7","EPSG:4326","10000.0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","https://biodiversity.org.au/afd/taxa/7993d9b8-c777-41fc-984c-a1fda2c8878f","Macroderma gigas","Macroderma gigas","","","","","","","","Animalia","Chordata","Mammalia","Chiroptera","Megadermatidae","Macroderma","","gigas","","species","","(Dobson, 1880)","Ghost Bat","","","","","","","","","Macroderma gigas","","","","","","","","","","Published dataset","","f753796e-1eed-4799-adf8-426a0a0f9dc3","","","","","","","","","","","PhysicalObject"
"dr343","Northern Territory Museum and Art Gallery provider for OZCAM","","2022-08-23","en","CC-BY 4.0 (Au)","Board of the Museum and Art Gallery of the Northern Territory","","","","","","","MAGNT","Mammal","","","PRESERVED_SPECIMEN","","Record is Endangered in Northern Territory. Generalised to 10km by NT NRETAS.","","urn:lsid:ozcam.taxonomy.org.au:MAGNT:Mammal:U5956","U5956","","","","","","","","","","","PRESENT","skull","","","","","","","","","","","","","","","","2001-07-13T00:00:00Z","","194","194","2001","7","13","","","","","","","","","","","","","","","Australia","AU","Northern Territory","","","","","","","","","","","","","","","-13.9","131.9","EPSG:4326","10000.0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","J. Archibald","2001","","","","","","","","","","https://biodiversity.org.au/afd/taxa/7993d9b8-c777-41fc-984c-a1fda2c8878f","Macroderma gigas","Macroderma gigas","","","","","","","","Animalia","Chordata","Mammalia","Chiroptera","Megadermatidae","Macroderma","","gigas","","species","","(Dobson, 1880)","Ghost Bat","","","","","","","","","Macroderma gigas","","","","","","","","","","Published dataset","","268c916e-7baf-4f10-9ec4-0321e318c3bd","","","","","","","","","","","PhysicalObject"
"dr344","Queensland Museum provider for OZCAM","","2022-05-20","","CC-BY","","","","","","","","QM","Mammals","","","PRESERVED_SPECIMEN","","","","urn:lsid:ozcam.taxonomy.org.au:QM:Mammals:JM14671","JM14671","","","","","","","","","","","PRESENT","Spirit","","","","","","","","","","","","","","","","1994-08-30T00:00:00Z","","242","242","1994","8","30","30 Aug 1994","","","","","","","","","","OCEANIA","","","","Australia","AU","Queensland","","","Noblor Creek","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","https://biodiversity.org.au/afd/taxa/7993d9b8-c777-41fc-984c-a1fda2c8878f","Macroderma gigas","Macroderma gigas","","","","","","","","Animalia","Chordata","Mammalia","Chiroptera","Megadermatidae","Macroderma","","gigas","","species","","(Dobson, 1880)","Ghost Bat","","","","","","","","","Macroderma gigas","","","","","","","","","","Published dataset","","ea7b62bc-b324-4c31-9bc7-3381284441a2","","","","","","","","","","",""
"dr344","Queensland Museum provider for OZCAM","","2022-01-06","","CC-BY","","","","","","","","QM","Mammals","","","PRESERVED_SPECIMEN","","","","urn:lsid:ozcam.taxonomy.org.au:QM:Mammals:J9964","J9964","","","","","","","","","","","PRESENT","Skin | Skull","","","","","","","","","","Macroderma gigas","","","","","","","","","","","","","","","","","","","","","","","","","","","Australia","AU","Queensland","","","Johansens Caves","","","","","","","","","","","","-23.166667","150.45","EPSG:4326","","","","23° 10' South","150° 27' East","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","https://biodiversity.org.au/afd/taxa/7993d9b8-c777-41fc-984c-a1fda2c8878f","Macroderma gigas","Macroderma gigas","","","","","","","","Animalia","Chordata","Mammalia","Chiroptera","Megadermatidae","Macroderma","","gigas","","species","","(Dobson, 1880)","Ghost Bat","","","","","","","","","Macroderma gigas","","","","","","","","","","Published dataset","","43670aaf-40d3-4e4c-9c9d-c0875732735d","","","","","","","","","","",""
"dr344","Queensland Museum provider for OZCAM","","2022-01-06","","CC-BY","","","","","","","","QM","Mammals","","","PRESERVED_SPECIMEN","","","","urn:lsid:ozcam.taxonomy.org.au:QM:Mammals:J9971","J9971","","","","","","","","","","","PRESENT","Skin | Skull","","","","","","","","","","Macroderma gigas","","","","","","","","","","","","","","","","","","","","","","","","","","","Australia","AU","Queensland","","","Johansens Caves","","","","","","","","","","","","-23.166667","150.45","EPSG:4326","","","","23° 10' South","150° 27' East","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","https://biodiversity.org.au/afd/taxa/7993d9b8-c777-41fc-984c-a1fda2c8878f","Macroderma gigas","Macroderma gigas","","","","","","","","Animalia","Chordata","Mammalia","Chiroptera","Megadermatidae","Macroderma","","gigas","","species","","(Dobson, 1880)","Ghost Bat","","","","","","","","","Macroderma gigas","","","","","","","","","","Published dataset","","6f7fd3b3-6729-4b7a-bb9f-4f6bbb4766cb","","","","","","","","","","",""
"dr344","Queensland Museum provider for OZCAM","","2022-01-06","","CC-BY","","","","","","","","QM","Mammals","","","PRESERVED_SPECIMEN","","","","urn:lsid:ozcam.taxonomy.org.au:QM:Mammals:JM6462","JM6462","","","","","","","","","","","PRESENT","Display mount","","","","","","","","","","","","","","","","1975-01-01T00:00:00Z","","1","1","1975","1","1","01 Jan 1975-31 Dec 1976","","","","","","","","","","","","","","Australia","AU","Queensland","","","Mt Etna, Flogged Horse Cavern","","","","","","","","","","","","-23.166667","150.45","EPSG:4326","","","","23° 10' South","150° 27' East","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","https://biodiversity.org.au/afd/taxa/7993d9b8-c777-41fc-984c-a1fda2c8878f","Macroderma gigas","Macroderma gigas","","","","","","","","Animalia","Chordata","Mammalia","Chiroptera","Megadermatidae","Macroderma","","gigas","","species","","(Dobson, 1880)","Ghost Bat","","","","","","","","","Macroderma gigas","","","","","","","","","","Published dataset","","c602edf9-1601-402d-9486-f69ca060e6f9","","","","","","","","","","",""
"dr344","Queensland Museum provider for OZCAM","","2023-11-11","","CC-BY","","","","","","","","QM","Mammals","","","PRESERVED_SPECIMEN","","","","urn:lsid:ozcam.taxonomy.org.au:QM:Mammals:JM8460","JM8460","","","","","","","","","","","PRESENT","Spirit","","","","","","","","","","","","","","","","1971-10-02T00:00:00Z","","275","275","1971","10","2","02 Oct 1971","","","","","","H227","","","","","","","","Australia","AU","Queensland","","","Cape Hillsborough NP","","","","","","","","","","","","-20.916667","149.033333","EPSG:4326","","","","20° 55' South","149° 2' East","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","https://biodiversity.org.au/afd/taxa/7993d9b8-c777-41fc-984c-a1fda2c8878f","Macroderma gigas","Macroderma gigas","","","","","","","","Animalia","Chordata","Mammalia","Chiroptera","Megadermatidae","Macroderma","","gigas","","species","","(Dobson, 1880)","Ghost Bat","","","","","","","","","Macroderma gigas","","","","","","","","","","Published dataset","","0f3c6ee5-5e29-4577-85db-fbdada8c0bae","","","","","","","","","","",""
"dr344","Queensland Museum provider for OZCAM","","2022-01-06","","CC-BY","","","","","","","","QM","Mammals","","","PRESERVED_SPECIMEN","","","","urn:lsid:ozcam.taxonomy.org.au:QM:Mammals:JM11577","JM11577","","","","","","","","","","","PRESENT","Skeletal parts","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Australia","AU","Queensland","","","Kings Plain Limestone","","","","","","","","","","","","-15.6652726","145.0175152","EPSG:4326","1000.0","0.01667","","15° 40' South","145° 1' East","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","https://biodiversity.org.au/afd/taxa/7993d9b8-c777-41fc-984c-a1fda2c8878f","Macroderma gigas","Macroderma gigas","","","","","","","","Animalia","Chordata","Mammalia","Chiroptera","Megadermatidae","Macroderma","","gigas","","species","","(Dobson, 1880)","Ghost Bat","","","","","","","","","Macroderma gigas","","","","","","","","","","Published dataset","","f8b25e92-2cd9-4762-a51b-7c5efa17dcc9","","","","","","","","","","",""
"dr344","Queensland Museum provider for OZCAM","","2022-01-06","","CC-BY","","","","","","","","QM","Mammals","","","PRESERVED_SPECIMEN","","","","urn:lsid:ozcam.taxonomy.org.au:QM:Mammals:JM2697","JM2697","","","","","","","","","","","PRESENT","Skull","","","","","","","","","1de90d02-7f47-4c42-a9a2-a53fd6768d2e","Macroderma gigas","","","","","","1979-07-11T00:00:00Z","","192","192","1979","7","11","11 Jul 1979","","","","","","","","","","","","","","Australia","AU","Queensland","","","Kalkadoon, Camooweal, 22 Mile Cave","","","","","","","","","","","","-19.916667","138.116667","EPSG:4326","","","","19° 55' South","138° 7' East","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","https://biodiversity.org.au/afd/taxa/7993d9b8-c777-41fc-984c-a1fda2c8878f","Macroderma gigas","Macroderma gigas","","","","","","","","Animalia","Chordata","Mammalia","Chiroptera","Megadermatidae","Macroderma","","gigas","","species","","(Dobson, 1880)","Ghost Bat","","","","","","","","","Macroderma gigas","","","","","","","","","","Published dataset","","649ba9d1-b720-4fdf-833f-06d3b3dfd6d0","","","","","","","","","","",""
"dr344","Queensland Museum provider for OZCAM","","2022-01-06","","CC-BY","","","","","","","","QM","Mammals","","","PRESERVED_SPECIMEN","","","","urn:lsid:ozcam.taxonomy.org.au:QM:Mammals:J13605","J13605","","","","","","","","","","","PRESENT","Skull","","","","","","","","","","Macroderma gigas","","","","","","1887-09-11T00:00:00Z","","254","254","1887","9","11","11 Sep 1887","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","https://biodiversity.org.au/afd/taxa/7993d9b8-c777-41fc-984c-a1fda2c8878f","Macroderma gigas","Macroderma gigas","","","","","","","","Animalia","Chordata","Mammalia","Chiroptera","Megadermatidae","Macroderma","","gigas","","species","","(Dobson, 1880)","Ghost Bat","","","","","","","","","Macroderma gigas","","","","","","","","","","Published dataset","","88ccf337-01be-449e-9824-cd8be04c4de1","","","","","","","","","","",""
"dr344","Queensland Museum provider for OZCAM","","2021-10-22","","CC-BY","","","","","","","","QM","Mammals","","","PRESERVED_SPECIMEN","","","","urn:lsid:ozcam.taxonomy.org.au:QM:Mammals:JM16182","JM16182","","","","","","","","","","","PRESENT","Skull","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Australia","AU","Queensland","","","Great Britain Mine, Tyrconnell Mine area","","","","","","","","","","","","-16.933333","145.033333","EPSG:4326","20.0","2.78E-4","","16° 56' South","145° 2' East","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","https://biodiversity.org.au/afd/taxa/7993d9b8-c777-41fc-984c-a1fda2c8878f","Macroderma gigas","Macroderma gigas","","","","","","","","Animalia","Chordata","Mammalia","Chiroptera","Megadermatidae","Macroderma","","gigas","","species","","(Dobson, 1880)","Ghost Bat","","","","","","","","","Macroderma gigas","","","","","","","","","","Published dataset","","8fa4b5f5-222d-4345-898f-c3b27c9ba63c","","","","","","","","","","",""
"dr344","Queensland Museum provider for OZCAM","","2022-01-06","","CC-BY","","","","","","","","QM","Mammals","","","PRESERVED_SPECIMEN","","","","urn:lsid:ozcam.taxonomy.org.au:QM:Mammals:J9965","J9965","","","","","","","","","","","PRESENT","Skin | Skull","","","","","","","","","","Macroderma gigas","","","","","","","","","","","","","","","","","","","","","","","","","","","Australia","AU","Queensland","","","Johansens Caves","","","","","","","","","","","","-23.166667","150.45","EPSG:4326","","","","23° 10' South","150° 27' East","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","https://biodiversity.org.au/afd/taxa/7993d9b8-c777-41fc-984c-a1fda2c8878f","Macroderma gigas","Macroderma gigas","","","","","","","","Animalia","Chordata","Mammalia","Chiroptera","Megadermatidae","Macroderma","","gigas","","species","","(Dobson, 1880)","Ghost Bat","","","","","","","","","Macroderma gigas","","","","","","","","","","Published dataset","","7fa0a866-5bfe-4564-8a41-9d66054c25db","","","","","","","","","","",""
"dr344","Queensland Museum provider for OZCAM","","2022-01-06","","CC-BY","","","","","","","","QM","Mammals","","","PRESERVED_SPECIMEN","","","","urn:lsid:ozcam.taxonomy.org.au:QM:Mammals:JM2694","JM2694","","","","","","","","","","","PRESENT","Skull","","","","","","","","","c5b4379d-4a4a-48bd-84cd-f38bba703c8b|780ca2fd-0fc1-4e96-8125-cb7cca2cb9fb|bdb89b23-3218-4efd-bf44-c796dd1aa795|ae50527a-cab5-4e31-b491-c5048cf2bc19|649ba9d1-b720-4fdf-833f-06d3b3dfd6d0","Macroderma gigas","","","","","","1979-07-11T00:00:00Z","","192","192","1979","7","11","11 Jul 1979","","","","","","","","","","","","","","Australia","AU","Queensland","","","Kalkadoon, Camooweal, 22 Mile Cave","","","","","","","","","","","","-19.916667","138.116667","EPSG:4326","","","","19° 55' South","138° 7' East","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","https://biodiversity.org.au/afd/taxa/7993d9b8-c777-41fc-984c-a1fda2c8878f","Macroderma gigas","Macroderma gigas","","","","","","","","Animalia","Chordata","Mammalia","Chiroptera","Megadermatidae","Macroderma","","gigas","","species","","(Dobson, 1880)","Ghost Bat","","","","","","","","","Macroderma gigas","","","","","","","","","","Published dataset","","1de90d02-7f47-4c42-a9a2-a53fd6768d2e","","","","","","","","","","",""
"dr344","Queensland Museum provider for OZCAM","","2022-06-01","","CC-BY","","","","","","","","QM","Mammals","","","PRESERVED_SPECIMEN","","","","urn:lsid:ozcam.taxonomy.org.au:QM:Mammals:JM20160","JM20160","","","","","","","","","","","PRESENT","Skeleton | Skull","","","","","","","","","5ead4211-d50a-4bb5-b924-0d11aaec15e1","","","","","","","2014-11-09T00:00:00Z","","313","313","2014","11","9","09 Nov 2014","","","","","","","","","","","","","","Australia","AU","Queensland","","","""Kings Plains"" Station, S of Cooktown","","199.0","","","","","","","","","","-15.644167","144.983333","EPSG:4326","50.0","1.0E-5","","15° 38' 39"" South","144° 59' East","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","https://biodiversity.org.au/afd/taxa/7993d9b8-c777-41fc-984c-a1fda2c8878f","Macroderma gigas","Macroderma gigas","","","","","","","","Animalia","Chordata","Mammalia","Chiroptera","Megadermatidae","Macroderma","","gigas","","species","","(Dobson, 1880)","Ghost Bat","","","","","","","","","Macroderma gigas","","","","","","","","","","Published dataset","","d3f6f72d-376e-4258-a301-eb6ac27fc054","","","","","","","","","","",""
"dr344","Queensland Museum provider for OZCAM","","2022-05-20","","CC-BY","","","","","","","","QM","Mammals","","","PRESERVED_SPECIMEN","","","","urn:lsid:ozcam.taxonomy.org.au:QM:Mammals:JM14728","JM14728","","","","","","","","","","","PRESENT","Spirit","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","OCEANIA","","","","Australia","AU","","","","UQ Colony","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","https://biodiversity.org.au/afd/taxa/7993d9b8-c777-41fc-984c-a1fda2c8878f","Macroderma gigas","Macroderma gigas","","","","","","","","Animalia","Chordata","Mammalia","Chiroptera","Megadermatidae","Macroderma","","gigas","","species","","(Dobson, 1880)","Ghost Bat","","","","","","","","","Macroderma gigas","","","","","","","","","","Published dataset","","3efc3a6e-c059-4124-84f0-e90bcb8b9eeb","","","","","","","","","","",""
"dr344","Queensland Museum provider for OZCAM","","2022-01-06","","CC-BY","","","","","","","","QM","Mammals","","","PRESERVED_SPECIMEN","","","","urn:lsid:ozcam.taxonomy.org.au:QM:Mammals:JM2332","JM2332","","","","","","","","","","","PRESENT","Skin","","","","","","","","","","Macroderma gigas","","","","","","1977-12-15T00:00:00Z","","349","349","1977","12","15","15 Dec 1977","","","","","","","","","","","","","","Australia","AU","Queensland","","","Johansens Caves","","","","","","","","","","","","-23.166667","150.45","EPSG:4326","","","","23° 10' South","150° 27' East","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","https://biodiversity.org.au/afd/taxa/7993d9b8-c777-41fc-984c-a1fda2c8878f","Macroderma gigas","Macroderma gigas","","","","","","","","Animalia","Chordata","Mammalia","Chiroptera","Megadermatidae","Macroderma","","gigas","","species","","(Dobson, 1880)","Ghost Bat","","","","","","","","","Macroderma gigas","","","","","","","","","","Published dataset","","455d49b6-af8d-433a-8a98-e801a743ee85","","","","","","","","","","",""
"dr344","Queensland Museum provider for OZCAM","","2022-05-20","","CC-BY","","","","","","","","QM","Mammals","","","PRESERVED_SPECIMEN","","","","urn:lsid:ozcam.taxonomy.org.au:QM:Mammals:JM14706","JM14706","","","","","","","","","","","PRESENT","Spirit","","","","","","","","","","","","","","","","1987-09-18T00:00:00Z","","261","261","1987","9","18","18 Sep 1987","","","","","","","","","","OCEANIA","","","","Australia","AU","","","","ANU - captive colony","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","https://biodiversity.org.au/afd/taxa/7993d9b8-c777-41fc-984c-a1fda2c8878f","Macroderma gigas","Macroderma gigas","","","","","","","","Animalia","Chordata","Mammalia","Chiroptera","Megadermatidae","Macroderma","","gigas","","species","","(Dobson, 1880)","Ghost Bat","","","","","","","","","Macroderma gigas","","","","","","","","","","Published dataset","","347d9b65-bb9b-491c-b3fc-33cbe1f49453","","","","","","","","","","",""
"dr344","Queensland Museum provider for OZCAM","","2024-04-05","","CC-BY","","","","","","","","QM","Mammals","","","PRESERVED_SPECIMEN","","","","urn:lsid:ozcam.taxonomy.org.au:QM:Mammals:JM22291","JM22291","","","","","","","","","","","PRESENT","Skeleton | Skin | Skull","","","","","","","","","128c28a0-8634-44c8-b1d1-608c122d736c","","","","","","","2009-10-01T00:00:00Z","","274","274","2009","10","1","01 Oct 2009","","","","","","","","","","","","","","Australia","AU","Queensland","","","6 km S of Helensvale via Cooktown","","","","","","","","","","","","-15.724444","145.277222","EPSG:4326","20.0","2.78E-4","","15° 43' 28"" South","145° 16' 38"" East","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","https://biodiversity.org.au/afd/taxa/7993d9b8-c777-41fc-984c-a1fda2c8878f","Macroderma gigas","Macroderma gigas","","","","","","","","Animalia","Chordata","Mammalia","Chiroptera","Megadermatidae","Macroderma","","gigas","","species","","(Dobson, 1880)","Ghost Bat","","","","","","","","","Macroderma gigas","","","","","","","","","","Published dataset","","d04e0164-7608-48b6-88fd-b6795d4db980","","","","","","","","","","",""
"dr344","Queensland Museum provider for OZCAM","","2022-01-06","","CC-BY","","","","","","","","QM","Mammals","","","PRESERVED_SPECIMEN","","","","urn:lsid:ozcam.taxonomy.org.au:QM:Mammals:JM11372","JM11372","","","","","","","","","","","PRESENT","Skeletal parts","","","","","","","","","","","","","","","","1994-04-16T00:00:00Z","","106","106","1994","4","16","16 Apr 1994","","","","","","","","","","","","","","Australia","AU","Queensland","","","Artemis Stn","","","","","","","","","","","","-14.983056","143.574722","EPSG:4326","","","","14° 58' 59"" South","143° 34' 29"" East","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","https://biodiversity.org.au/afd/taxa/7993d9b8-c777-41fc-984c-a1fda2c8878f","Macroderma gigas","Macroderma gigas","","","","","","","","Animalia","Chordata","Mammalia","Chiroptera","Megadermatidae","Macroderma","","gigas","","species","","(Dobson, 1880)","Ghost Bat","","","","","","","","","Macroderma gigas","","","","","","","","","","Published dataset","","ca92662e-8b4b-4e1e-9650-ecb61a876b80","","","","","","","","","","",""
"dr344","Queensland Museum provider for OZCAM","","2022-01-06","","CC-BY","","","","","","","","QM","Mammals","","","PRESERVED_SPECIMEN","","","","urn:lsid:ozcam.taxonomy.org.au:QM:Mammals:JM3605","JM3605","","","","","","","","","","","PRESENT","Skeletal parts","","","","","","","","","","Macroderma gigas","","","","","","1979-07-01T00:00:00Z","","182","182","1979","7","1","01 Jul 1979-31 Jul 1979","","","","","","","","","","","","","","Australia","AU","Queensland","","","Kalkadoon Cave, Camooweal, VSA passage","","","","","","","","","","","","-19.916667","138.116667","EPSG:4326","","","","19° 55' South","138° 7' East","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","https://biodiversity.org.au/afd/taxa/7993d9b8-c777-41fc-984c-a1fda2c8878f","Macroderma gigas","Macroderma gigas","","","","","","","","Animalia","Chordata","Mammalia","Chiroptera","Megadermatidae","Macroderma","","gigas","","species","","(Dobson, 1880)","Ghost Bat","","","","","","","","","Macroderma gigas","","","","","","","","","","Published dataset","","e8f785fd-f3b2-4a9c-ae49-2648ee2acc15","","","","","","","","","","",""
