OBJECTID,PA_ID,PA_PID,NAME,TYPE,TYPE_ABBR,IUCN,NRS_PA,NRS_MPA,GAZ_AREA,GIS_AREA,GAZ_DATE,LATEST_GAZ,STATE,AUTHORITY,DATASOURCE,GOVERNANCE,COMMENTS,ENVIRON,OVERLAP,MGT_PLAN,RES_NUMBER,ZONE_TYPE,EPBC,LONGITUDE,LATITUDE,PA_SYSTEM,Shape__Area,Shape__Length
1,VIC_4730,VIC_4730,Mumbannar N.C.R.,Natural Features Reserve,NFR,Ia,Y,,153.737,155.46214697,2006/04/06 00:00:00+00,2006/04/06 00:00:00+00,VIC,VIC_DEECA,VIC_DEECA,G,,T,1,N,4730,,State,141.10152635,-37.92475269,NRS,0.000159306068833748,0.0605142319595021
2,VIC_1748,VIC_1748,Noojee B.R,Natural Features Reserve,NFR,IV,Y,,66.919,66.91690345,1997/06/17 00:00:00+00,1997/06/17 00:00:00+00,VIC,VIC_DEECA,VIC_DEECA,G,,T,1,N,1748,,State,146.00315604,-37.89976908,NRS,6.85468976252285e-05,0.0463777696364804
4,WA_38395,WA_38395,Unnamed WA38395,Nature Reserve,NR,Ia,Y,,70.2198,70.20458469,1983/07/29 00:00:00+00,1983/07/29 00:00:00+00,WA,WA_DBCA,WA_DBCA,G,,T,1,I,WA38395,,State,118.01629064,-32.12159805,NRS,6.70880510580305e-05,0.0632985768667483
5,SA_1417,SA_1417,Unnamed (No.HA1417),Heritage Agreement,HA,III,Y,,1908.81766938,1914.77467016,2008/02/21 00:00:00+00,2008/02/21 00:00:00+00,SA,SA_DEW,SA_DEW,P,,T,1,N,SA_1417,,State,139.45925639,-34.412814,NRS,0.00187751068960669,0.172091093619891
6,SA_1553,SA_1553,Unnamed (No.HA1553),Heritage Agreement,HA,III,Y,,592.84240592,594.06327462,2016/08/11 00:00:00+00,2016/08/11 00:00:00+00,SA,SA_DEW,SA_DEW,P,,T,1,N,SA_1553,,State,137.19783839,-35.04584355,NRS,0.000586893354052537,0.108326018179745
7,NSW_FR75,NSW_FR75,Nullica,Flora Reserve,FLR,Ia,Y,,21,20.78488559,1985/10/18 00:00:00+00,1985/10/18 00:00:00+00,NSW,FC_NSW,FC_NSW,G,,T,1,M,FR75,,State,149.77369141,-37.10924789,NRS,2.1070745784652e-05,0.0204870682891143
8,NSW_N0401,NSW_N0401,Barren Grounds,Nature Reserve,NR,II,Y,,2041.2058,2065.1302749,1956/01/13 00:00:00+00,2009/07/17 00:00:00+00,NSW,NSW_DCCEEW,NSW_DCCEEW,G,,T,1,M,N0401,,State,150.73013375,-34.70047519,NRS,0.00203167746224394,0.349846992032234
9,SA_9014,SA_9014,Unnamed (No.HA9014),Heritage Agreement,HA,III,Y,,8.31952128,8.33534569,1982/09/16 00:00:00+00,1982/09/16 00:00:00+00,SA,SA_DEW,SA_DEW,P,,T,1,N,SA_9014,,State,139.19858499,-35.1314819,NRS,8.2434301739e-06,0.0123706356712115
11,SA_485,SA_485,Unnamed (No.HA485),Heritage Agreement,HA,III,Y,,465.71520827,467.21403234,1991/04/18 00:00:00+00,1991/04/18 00:00:00+00,SA,SA_DEW,SA_DEW,P,,T,1,N,SA_485,,State,140.0610654,-34.33809144,NRS,0.000457759806442953,0.17605088135815
12,CWTH_160,CWTH_160,Frazier Islands,Antarctic Specially Protected Area,ASPA,Ia,Y,,0,61.79135762,2003/01/01 00:00:00+00,2013/08/27 00:00:00+00,EXT,AAD,AAD,G,,T,1,M,160,,Commonwealth,110.18511544,-66.23030374,NRS,0.000119337053544634,0.13201918832881
13,CWTH_169,CWTH_169,Amanda Bay,Antarctic Specially Protected Area,ASPA,Ia,Y,,0,1737.63763227,2008/09/11 00:00:00+00,2014/08/05 00:00:00+00,EXT,AAD,AAD,G,,T,1,M,169,,Commonwealth,76.84522559,-69.25360706,NRS,0.00389838412103679,0.387428645147006
14,CWTH_167,CWTH_167,Hawker Island,Antarctic Specially Protected Area,ASPA,Ia,Y,,0,220.66509935,2006/09/21 00:00:00+00,2011/09/29 00:00:00+00,EXT,AAD,AAD,G,,T,1,M,167,,Commonwealth,77.85657232,-68.6357189,NRS,0.000479311615665234,0.18391225054693
15,CWTH_136,CWTH_136,Clark Peninsula,Antarctic Specially Protected Area,ASPA,Ia,Y,,0,967.81770063,1985/01/01 00:00:00+00,2000/01/01 00:00:00+00,EXT,AAD,AAD,G,,T,1,M,136,,Commonwealth,110.5820107,-66.2523604,NRS,0.00187101116776225,0.399263797264702
16,CWTH_103,CWTH_103,Ardery Island and Odbert Island,Antarctic Specially Protected Area,ASPA,Ia,Y,,0,251.35392643,1966/01/01 00:00:00+00,2015/10/31 00:00:00+00,EXT,AAD,AAD,G,,T,1,M,103,,Commonwealth,110.53976429,-66.37356415,NRS,0.000488728161437439,0.192228705369532
17,CWTH_6,CWTH_6,Larsemann Hills,Antarctic Specially Managed Area,ASMA,Ia,Y,,0,23896.75340596,2007/08/06 00:00:00+00,2014/08/05 00:00:00+00,EXT,AAD,AAD,G,,T,1,M,6,,Commonwealth,76.2217413,-69.40833348,NRS,0.0540104874282114,1.23930049798588
18,CWTH_162,CWTH_162,Mawson's Huts,Antarctic Specially Protected Area,ASPA,Ia,Y,,0,104.07333071,2014/08/05 00:00:00+00,2014/06/26 00:00:00+00,EXT,AAD,AAD,G,,T,1,M,162,,Commonwealth,142.66610087,-67.00846755,NRS,0.000208557224611494,0.108077026575883
19,CWTH_102,CWTH_102,Rookery Islands,Antarctic Specially Protected Area,ASPA,Ia,Y,,0,85.27201927,1966/01/01 00:00:00+00,2015/10/31 00:00:00+00,EXT,AAD,AAD,G,,T,1,M,102,,Commonwealth,62.50090659,-67.61152906,NRS,0.000175879377692518,0.520311511845321
20,CWTH_143,CWTH_143,Marine Plain,Antarctic Specially Protected Area,ASPA,Ia,Y,,0,2076.56303616,1987/01/01 00:00:00+00,2013/08/27 00:00:00+00,EXT,AAD,AAD,G,,T,1,M,143,,Commonwealth,78.14690859,-68.63100089,NRS,0.00450975082395327,0.467641641226182
21,CWTH_174,CWTH_174,Stornes,Antarctic Specially Protected Area,ASPA,Ia,Y,,0,0.003009,2014/08/05 00:00:00+00,2014/08/05 00:00:00+00,EXT,AAD,AAD,G,,T,1,M,174,,Commonwealth,76.05812655,-69.4775791,NRS,6.8273080875e-09,0.007759385583489
22,CWTH_164,CWTH_164,Scullin and Murray Monoliths,Antarctic Specially Protected Area,ASPA,Ia,Y,,0,1028.56329322,2005/09/15 00:00:00+00,2015/07/13 00:00:00+00,EXT,AAD,AAD,G,This boundary came into effect on 8 September 2015,T,1,M,164,,Commonwealth,66.69243001,-67.78978051,NRS,0.00214120692908963,0.380715963100121
23,CWTH_174,CWTH_174,Stornes,Antarctic Specially Protected Area,ASPA,Ia,Y,,0,2133.10027636,2014/08/05 00:00:00+00,2014/08/05 00:00:00+00,EXT,AAD,AAD,G,,T,2,M,174,,Commonwealth,76.05082468,-69.43463989,NRS,0.00482707024830926,1.04354265691284
24,CWTH_135,CWTH_135,North-eastern Bailey Peninsula,Antarctic Specially Protected Area,ASPA,Ia,Y,,0,28.99830859,1985/01/01 00:00:00+00,2013/08/27 00:00:00+00,EXT,AAD,AAD,G,,T,1,M,135,,Commonwealth,110.54440388,-66.28370715,NRS,5.61491571369135e-05,0.0410135361112112
25,CWTH_101,CWTH_101,Taylor Rookery,Antarctic Specially Protected Area,ASPA,Ia,Y,,0,27.37402513,1966/01/01 00:00:00+00,2015/07/13 00:00:00+00,EXT,AAD,AAD,G,This boundary came into effect on 8 September 2015,T,1,M,101,,Commonwealth,60.88624236,-67.45486487,NRS,5.60570954815585e-05,0.0517352494743917
26,CWTH_168,CWTH_168,Mount Harding,Antarctic Specially Protected Area,ASPA,Ia,Y,,0,10170.21712063,2008/01/01 00:00:00+00,2008/01/01 00:00:00+00,EXT,AAD,AAD,G,,T,1,M,168,,Commonwealth,75.04305617,-72.89999963,NRS,0.0280551713937483,0.737177478315039
28,VIC_4971,VIC_4971,Dullard Waterhole B.R.,Natural Features Reserve,NFR,IV,Y,,0.774,0.77401962,,,VIC,VIC_DEECA,VIC_DEECA,G,,T,1,N,4971,,State,144.48216984,-36.19857197,NRS,7.75596930368e-07,0.00354217877591462
29,TAS_50666,TAS_50666_a,Weldborough Pass,State Reserve,SR,III,Y,,0,139.45122611,2011/06/29 00:00:00+00,2011/06/29 00:00:00+00,TAS,NRE_TAS,NRE_TAS,G,CLAC,T,1,N,TAS50666,,State,147.94409592,-41.21479145,NRS,0.000149729694563652,0.0788198561513074
32,TAS_50751,TAS_50751_am,Red Hut Point,Conservation Area,CA,V,Y,,0,0.02009938,2011/08/03 00:00:00+00,2011/08/03 00:00:00+00,TAS,NRE_TAS,NRE_TAS,G,CLAC,B,1,N,TAS50751,,State,144.03102234,-40.1082305,NRS,2.1231293313e-08,0.000595337424630892
33,QLD_NR203,QLD_NR203,Melsonby (Gaarraay),Nature Refuge,NREF,VI,Y,,3610,3602.71625206,2007/03/02 00:00:00+00,2007/03/02 00:00:00+00,QLD,QLD_DES,QLD_DES,P,PA_ID/PA_PID based on old Reserve Number.,T,1,N,PA317,,Private,144.83874064,-15.12507005,NRS,0.00302924171381297,0.538996216991253
34,TAS_50251,TAS_50251_cd,South Bruny,National Park,NP,II,Y,,0,0.01979805,1919/01/14 00:00:00+00,2000/12/13 00:00:00+00,TAS,NRE_TAS,NRE_TAS,G,,B,1,M,TAS50251,,State,147.14590463,-43.49757306,NRS,2.20322119325e-08,0.000554823070832716
35,TAS_20541,TAS_20541_b,Arndell,Conservation Covenant,ACCP,IV,Y,,0,40.01174964,2003/02/05 00:00:00+00,2003/02/05 00:00:00+00,TAS,TAS_PRIV,NRE_TAS,P,PFRP,T,1,M,TAS20541,,Private,147.15967594,-42.61343859,NRS,4.3899045969359e-05,0.0361964215847575
37,VIC_1935,VIC_1935,Jeffcott I145 B.R.,Natural Features Reserve,NFR,IV,Y,,16.173,16.17602188,1987/09/22 00:00:00+00,2006/01/24 00:00:00+00,VIC,VIC_DEECA,VIC_DEECA,G,,T,1,N,1935,,State,143.12696548,-36.34691075,NRS,1.62392536147265e-05,0.0162161332327093
38,TAS_50767,TAS_50767_c,Slaves Bay,Conservation Area,CA,VI,Y,,0,0.02630824,2011/10/12 00:00:00+00,2011/10/12 00:00:00+00,TAS,NRE_TAS,NRE_TAS,G,CLAC,B,1,N,TAS50767,,State,144.63751189,-40.91811011,NRS,2.81222299255e-08,0.000722467579502848
39,QLD_0061NTB001,QLD_0061NTB001,Northumberland Islands,National Park,NP,II,Y,,1954.529,1769.47559931,1937/05/01 00:00:00+00,2024/03/28 00:00:00+00,QLD,QLD_DES,QLD_DES,G,,T,1,M,0061NTB001,,State,149.80000045,-21.60212159,NRS,0.00154207819129902,0.961507557730969
40,VIC_2421,VIC_2421,Laverys Corner B.R.,Natural Features Reserve,NFR,IV,Y,,3.351,3.35235963,1983/11/22 00:00:00+00,1992/12/01 00:00:00+00,VIC,VIC_DEECA,VIC_DEECA,G,,T,1,N,2421,,State,141.19315765,-36.76223682,NRS,3.383271283257e-06,0.0092146908967521
41,TAS_50687,TAS_50687_ap,Cataraqui Point,Conservation Area,CA,V,Y,,0,0.24910254,2011/08/03 00:00:00+00,2011/08/03 00:00:00+00,TAS,NRE_TAS,NRE_TAS,G,CLAC. This protected area was in Marine CAPAD in 2016 (PA_ID_grp 322),B,1,N,TAS50687,,State,143.88684881,-40.00700156,NRS,2.62746313317e-07,0.00431473291362472
42,WA_28324,WA_28324,Cairlocup,Nature Reserve,NR,Ia,Y,,1576.769,1576.65438183,1966/10/28 00:00:00+00,1975/06/27 00:00:00+00,WA,WA_DBCA,WA_DBCA,G,,T,1,I,WA28324,,State,118.74086081,-33.73052683,NRS,0.00153369363380928,0.228197836937203
43,QLD_NR248,QLD_NR248,Pademelon Haven,Nature Refuge,NREF,VI,Y,,1.69,1.79789659,1998/12/04 00:00:00+00,1998/12/04 00:00:00+00,QLD,QLD_DES,QLD_DES,P,PA_ID/PA_PID based on old Reserve Number.,T,1,N,PA12,,Private,145.33395085,-16.57062403,NRS,1.5222556610525e-06,0.00569404365969808
44,VIC_4734,VIC_4734,Ecklin South Swamp N.C.R.,Natural Features Reserve,NFR,Ia,Y,,34.155,34.14569576,2006/09/08 00:00:00+00,2006/09/08 00:00:00+00,VIC,VIC_DEECA,VIC_DEECA,G,,T,1,N,4734,,State,142.92427964,-38.40573371,NRS,3.5217043104621e-05,0.0307759924392199
47,VIC_4184,VIC_4184,Gresswell Hill N.C.R.,Natural Features Reserve,NFR,Ia,Y,,8.954,8.90262688,2000/06/06 00:00:00+00,2007/02/20 00:00:00+00,VIC,VIC_DEECA,VIC_DEECA,G,,T,1,N,4184,,State,145.06551772,-37.71353082,NRS,9.096949823516e-06,0.0144589926401979
48,TAS_51148,TAS_51148_b,Nunamara,Regional Reserve,RR,IV,Y,,0,115.41906362,1998/12/18 00:00:00+00,2013/12/11 00:00:00+00,TAS,NRE_TAS,NRE_TAS,G,Transfer of FRs,T,1,N,TAS51148,,State,147.33727585,-41.38358454,NRS,0.000124239923857535,0.0574446059731274
49,QLD_NR37,QLD_NR37,Bimblebox,Nature Refuge,NREF,VI,Y,,7912,7922.35091836,2003/05/09 00:00:00+00,2003/05/09 00:00:00+00,QLD,QLD_DES,QLD_DES,P,PA_ID/PA_PID based on old Reserve Number.,T,1,N,PA81,,Private,146.39203619,-23.43751738,NRS,0.00700008010433894,0.336280208849416
52,VIC_1149,VIC_1149,Nunga B.R.,Natural Features Reserve,NFR,IV,Y,,14.411,14.40015221,1979/05/01 00:00:00+00,1991/05/21 00:00:00+00,VIC,VIC_DEECA,VIC_DEECA,G,,T,1,N,1149,,State,142.35628692,-35.12885541,NRS,1.42408081590345e-05,0.015817807047282
53,VIC_2310,VIC_2310,Yehrip B.R.,Natural Features Reserve,NFR,IV,Y,,7.238,7.24022748,1982/08/24 00:00:00+00,2005/08/30 00:00:00+00,VIC,VIC_DEECA,VIC_DEECA,G,,T,1,N,2310,,State,143.41967525,-37.06552551,NRS,7.3356356108875e-06,0.0114860791294382
55,QLD_NR2089,QLD_NR2089,Coolnwynpin Creek Corridor Koala (B),Nature Refuge,NREF,VI,Y,,3,3.598713,2011/12/02 00:00:00+00,2011/12/02 00:00:00+00,QLD,QLD_DES,QLD_DES,P,PA_ID/PA_PID based on old Reserve Number.,T,1,N,AP19097,,Private,153.20416866,-27.52813343,NRS,3.287456600878e-06,0.0105337160403953
56,WA_53387,WA_53387,Niiwalarra Islands,National Park,NP,Ia,Y,,3352.2407,3352.23971724,2019/12/04 00:00:00+00,2019/12/04 00:00:00+00,WA,WA_DBCA,WA_DBCA,G,Previously Sir Graham Moore Islands National Park,T,1,I,WA53387,,State,126.54614697,-13.89004764,NRS,0.00280322619521601,0.587201716339395
57,VIC_1371,VIC_1371,Mildura I220A B.R.,Natural Features Reserve,NFR,IV,Y,,24.337,24.28846759,1990/05/08 00:00:00+00,1995/03/07 00:00:00+00,VIC,VIC_DEECA,VIC_DEECA,G,,T,1,N,1371,,State,142.09444042,-34.23710537,NRS,2.37669587371655e-05,0.0201130901239936
58,TAS_50696,TAS_50696_a,Doctors Rocks,Conservation Area,CA,V,Y,,0,0.15090752,2011/09/28 00:00:00+00,2011/09/28 00:00:00+00,TAS,NRE_TAS,NRE_TAS,G,CLAC,B,1,N,TAS50696,,State,145.80323631,-41.02536533,NRS,1.615712136895e-07,0.00203659980312716
59,TAS_50411,TAS_50411_j,Mount Heemskirk,Regional Reserve,RR,VI,Y,,0,0.09427615,2000/12/27 00:00:00+00,2011/07/13 00:00:00+00,TAS,NRE_TAS,NRE_TAS,G,,T,1,I,TAS50411,,State,145.17363699,-41.93237671,NRS,1.023391014755e-07,0.00215811683177799
60,WA_36183,WA_36183,Unnamed WA36183,Nature Reserve,NR,Ia,Y,,357.5292,357.55444189,1979/07/20 00:00:00+00,1989/05/05 00:00:00+00,WA,WA_DBCA,WA_DBCA,G,,T,1,M,WA36183,,State,121.45453614,-33.5207431,NRS,0.000347003680011349,0.111048582870892
61,VIC_577,VIC_577,Black Swamp (Nine Mile Creek) W.R,Natural Features Reserve,NFR,VI,Y,,32.715,32.71323206,1986/09/30 00:00:00+00,1986/09/30 00:00:00+00,VIC,VIC_DEECA,VIC_DEECA,G,,T,1,N,577,,State,145.45424795,-36.14075946,NRS,3.2756451196394e-05,0.0260696817402251
62,SA_72,SA_72,Unnamed (No.HA72),Heritage Agreement,HA,III,Y,,197.66574291,198.52185339,1984/09/11 00:00:00+00,1984/09/11 00:00:00+00,SA,SA_DEW,SA_DEW,P,,T,1,N,SA_72,,State,136.39585914,-33.32517276,NRS,0.000192221936226673,0.0803969338149224
63,VIC_3585,VIC_3585,Winnot Creek,Reference Area,RA,Ia,Y,,0,1282.48839825,1996/07/11 00:00:00+00,1996/07/11 00:00:00+00,VIC,VIC_DEECA,VIC_DEECA,G,,T,2,M,3585,,State,149.27340621,-37.26905834,NRS,0.00130282199085598,0.174766797869529
64,WA_03249,WA_03249,Unnamed WA03249,Nature Reserve,NR,Ia,Y,,2.6952,2.69613358,1999/12/06 00:00:00+00,1999/12/06 00:00:00+00,WA,WA_DBCA,WA_DBCA,G,,T,1,M,WA03249,,State,115.57494192,-33.54430454,NRS,2.617316730106e-06,0.007407380212353
65,SA_0259,SA_0259,Caralue Bluff,Conservation Park,CP,VI,Y,,2156.67817016,2166.1856313,1993/12/09 00:00:00+00,2012/09/06 00:00:00+00,SA,SA_DEW,SA_DEW,G,,T,1,N,SA_0259,,State,136.20639989,-33.25857455,NRS,0.00209612000946619,0.239718384747746
67,SA_232,SA_232,Unnamed (No.HA232),Heritage Agreement,HA,III,Y,,512.70209826,515.18571443,1989/02/20 00:00:00+00,1989/02/20 00:00:00+00,SA,SA_DEW,SA_DEW,P,,T,1,N,SA_232,,State,132.13241796,-31.73827249,NRS,0.000490314289822491,0.259521580528945
70,SA_954,SA_954,Unnamed (No.HA954),Heritage Agreement,HA,III,Y,,11.83064991,11.86028577,1993/11/04 00:00:00+00,1993/11/04 00:00:00+00,SA,SA_DEW,SA_DEW,P,,T,1,N,SA_954,,State,137.60431282,-34.8006146,NRS,1.1683064542492e-05,0.0219482151854836
71,QLD_1029HBT001,QLD_1029HBT001,Humboldt,National Park,NP,II,Y,,7660,7701.49519865,2009/09/25 00:00:00+00,2009/09/25 00:00:00+00,QLD,QLD_DES,QLD_DES,G,,T,1,M,1029HBT001,,State,148.95631245,-24.20771879,NRS,0.00684535336208509,0.462300092975438
72,NSW_N0719,NSW_N0719,Dharawal,Nature Reserve,NR,Ia,Y,,347.396,376.05360606,1996/04/04 00:00:00+00,2002/06/28 00:00:00+00,NSW,NSW_DCCEEW,NSW_DCCEEW,G,,T,1,M,N0719,,State,150.91898262,-34.24792875,NRS,0.00036802999021551,0.128387174870075
74,TAS_50171,TAS_50171_c,Unnamed (Lake Leake),Conservation Area,CA,V,Y,,0,2.14236271,1914/05/19 00:00:00+00,1999/04/30 00:00:00+00,TAS,NRE_TAS,NRE_TAS,G,,T,1,N,TAS50171,,State,147.79862424,-42.00674926,NRS,2.3282531285605e-06,0.00801496920065651
75,SA_674,SA_674,Unnamed (No.HA674),Heritage Agreement,HA,III,Y,,294.73708571,1.495e-05,1992/08/11 00:00:00+00,1992/08/11 00:00:00+00,SA,SA_DEW,SA_DEW,P,,T,2,N,SA_674,,State,135.50973489,-34.39964728,NRS,1.46540795e-11,4.27504152481471e-05
76,TAS_50253,TAS_50253_e,Strzelecki,National Park,NP,II,Y,,0,0.16803337,1967/03/15 00:00:00+00,2003/07/02 00:00:00+00,TAS,NRE_TAS,NRE_TAS,G,,T,1,M,TAS50253,,State,148.12240204,-40.27440875,NRS,1.77924900589e-07,0.00195869244648116
78,VIC_4922,VIC_4922,Martins Creek N.C.R.,Natural Features Reserve,NFR,Ia,Y,,6546.413,6547.96840857,2010/08/20 00:00:00+00,2010/08/20 00:00:00+00,VIC,VIC_DEECA,VIC_DEECA,G,,T,1,N,4922,,State,148.52716628,-37.46342101,NRS,0.00666882819560223,0.949338492612327
79,SA_360,SA_360,Unnamed (No.HA360),Heritage Agreement,HA,III,Y,,358.40157539,359.08360958,1990/05/24 00:00:00+00,1990/05/24 00:00:00+00,SA,SA_DEW,SA_DEW,P,,T,1,N,SA_360,,State,139.59941013,-35.11451274,NRS,0.000355129365834051,0.131897623335066
80,VIC_1696,VIC_1696,Maroondah Aqueduct Tunnel B.R.,Natural Features Reserve,NFR,IV,Y,,13.45,13.45229691,1997/06/17 00:00:00+00,1997/06/17 00:00:00+00,VIC,VIC_DEECA,VIC_DEECA,G,,T,1,N,1696,,State,145.48801268,-37.63422808,NRS,1.3731617479952e-05,0.0315893494982887
81,TAS_50707,TAS_50707_b,Flowerdale River,Conservation Area,CA,IV,Y,,0,10.70963351,2011/11/30 00:00:00+00,2011/11/30 00:00:00+00,TAS,NRE_TAS,NRE_TAS,G,CLAC,T,1,N,TAS50707,,State,145.60255217,-41.01487449,NRS,1.14648473676425e-05,0.0335617782034189
82,TAS_20493,TAS_20493_b,Roydon,Conservation Covenant,ACCP,IV,Y,,0,50.64785597,2004/05/13 00:00:00+00,2004/05/13 00:00:00+00,TAS,TAS_PRIV,NRE_TAS,P,PFRP,T,1,M,TAS20493,,Private,147.09422567,-42.59095716,NRS,5.55476566854535e-05,0.0415544239995462
83,TAS_50687,TAS_50687_z,Cataraqui Point,Conservation Area,CA,V,Y,,0,0.02449378,2011/08/03 00:00:00+00,2011/08/03 00:00:00+00,TAS,NRE_TAS,NRE_TAS,G,CLAC. This protected area was in Marine CAPAD in 2016 (PA_ID_grp 322),B,1,N,TAS50687,,State,143.84251492,-39.94658365,NRS,2.5812887585e-08,0.000618064005313433
85,VIC_2339,VIC_2339,Tarnagulla I103 B.R,Natural Features Reserve,NFR,IV,Y,,3.86,3.86104591,1982/08/24 00:00:00+00,2006/04/11 00:00:00+00,VIC,VIC_DEECA,VIC_DEECA,G,,T,1,N,2339,,State,143.87758217,-36.71629583,NRS,3.8943783795875e-06,0.00794826997109615
88,VIC_4553,VIC_4553,Illawarra H15 B.R.,Natural Features Reserve,NFR,IV,Y,,8.133,8.13547265,2002/02/26 00:00:00+00,2009/03/03 00:00:00+00,VIC,VIC_DEECA,VIC_DEECA,G,,T,1,N,4553,,State,142.75161639,-37.04974302,NRS,8.2409803011605e-06,0.0118143070360915
90,QLD_NR2044,QLD_NR2044,Alice Creek,Nature Refuge,NREF,VI,Y,,309.949,306.43963581,2014/11/20 00:00:00+00,2014/11/20 00:00:00+00,QLD,QLD_DES,QLD_DES,P,PA_ID/PA_PID based on old Reserve Number.,T,1,N,AP21385,,Private,152.14859105,-27.4573492,NRS,0.000279767853537421,0.132800891435766
91,WA_49561,WA_49561,Unnamed WA49561,Conservation Park,CP,II,Y,,0.609,0.60915141,2008/04/18 00:00:00+00,2008/04/18 00:00:00+00,WA,WA_DBCA,WA_DBCA,G,,T,1,R,WA49561,,State,115.841617,-32.14502574,NRS,5.82265215851e-07,0.003104322466898
94,VIC_2073,VIC_2073,Creightons Creek B.R.,Natural Features Reserve,NFR,IV,Y,,29.894,29.9020504,1986/09/30 00:00:00+00,2004/04/06 00:00:00+00,VIC,VIC_DEECA,VIC_DEECA,G,,T,1,N,2073,,State,145.3136867,-36.69276551,NRS,3.0150817494011e-05,0.031372664981858
98,SA_1481,SA_1481,Unnamed (No.HA1481),Heritage Agreement,HA,III,Y,,45.55380864,45.43730554,2010/11/26 00:00:00+00,2010/11/26 00:00:00+00,SA,SA_DEW,SA_DEW,P,,T,1,N,SA_1481,,State,140.29105643,-36.93034464,NRS,4.595267735449e-05,0.0877046609151797
99,TAS_20098,TAS_20098_e,Waterview Hill,Conservation Covenant,ACCP,IV,Y,,0,14.94929699,2008/04/04 00:00:00+00,2008/04/04 00:00:00+00,TAS,TAS_PRIV,NRE_TAS,P,PFRP,T,1,M,TAS20098,,Private,147.38439483,-43.10466152,NRS,1.6530455340627e-05,0.0499640814552911
100,TAS_50022,TAS_50022,Calverts Lagoon,Conservation Area,CA,V,Y,,0,69.12412175,1980/11/06 00:00:00+00,2003/12/31 00:00:00+00,TAS,NRE_TAS,NRE_TAS,G,,T,1,I,TAS50022,,State,147.49469019,-43.01711943,NRS,7.6329607984558e-05,0.0521081566865678
101,TAS_51090,TAS_51090,Ouse River,Conservation Area,CA,IV,Y,,0,363.08663415,1996/07/10 00:00:00+00,2013/12/11 00:00:00+00,TAS,NRE_TAS,NRE_TAS,G,Transfer of FRs,T,1,N,TAS51090,,State,146.77641515,-42.30908903,NRS,0.000396456607142091,0.12070578739339
102,WA_51943,WA_51943,Unnamed WA51943,5(1)(h) Reserve,S5H,IV,Y,,1.7387,1.7379345,2015/04/10 00:00:00+00,2015/04/10 00:00:00+00,WA,WA_DBCA,WA_DBCA,G,,T,1,I,WA51943,,State,115.67200521,-32.72829619,NRS,1.671790162134e-06,0.00803317701421413
103,VIC_4781,VIC_4781,Neil Douglas N.F.R.,Natural Features Reserve,NFR,IV,Y,,9.508,9.50958327,2007/01/29 00:00:00+00,2007/02/06 00:00:00+00,VIC,VIC_DEECA,VIC_DEECA,G,,T,1,N,4781,,State,145.28465118,-37.71645949,NRS,9.7174816304245e-06,0.0176289234592061
104,TAS_20261,TAS_20261,Blenheim,Conservation Covenant,ACCP,IV,Y,,0,7.08763392,2001/09/18 00:00:00+00,2001/09/18 00:00:00+00,TAS,TAS_PRIV,NRE_TAS,P,PFRP,T,1,M,TAS20261,,Private,147.10344681,-41.6452317,NRS,7.6599269858055e-06,0.0129499665748678
105,VIC_154,VIC_154,Adams Creek N.C.R.,Natural Features Reserve,NFR,Ia,Y,,418.14,418.04600523,1997/06/17 00:00:00+00,1997/06/17 00:00:00+00,VIC,VIC_DEECA,VIC_DEECA,G,,T,1,N,154,,State,145.61513259,-38.31865045,NRS,0.000430629985040153,0.278231857552938
106,WA_54326,WA_54326,Unnamed WA54326,Nature Reserve,NR,Ia,Y,,0,38.48127346,2023/08/08 00:00:00+00,2023/08/08 00:00:00+00,WA,WA_DBCA,WA_DBCA,G,,T,1,I,WA54326,,State,115.70700658,-33.20062748,NRS,3.7213001779873e-05,0.0435555750399915
107,SA_1463,SA_1463,Unnamed (No.HA1463),Heritage Agreement,HA,III,Y,,33.96616564,34.03688051,2009/10/12 00:00:00+00,2009/10/12 00:00:00+00,SA,SA_DEW,SA_DEW,P,,T,1,N,SA_1463,,State,138.71606243,-35.03838169,NRS,3.36235036533655e-05,0.0334974904397703
108,WA_17778,WA_17778,Unnamed WA17778,Nature Reserve,NR,Ia,Y,,23.196,23.18991718,1921/08/12 00:00:00+00,1989/05/05 00:00:00+00,WA,WA_DBCA,WA_DBCA,G,,T,1,I,WA17778,,State,116.89627367,-30.68448075,NRS,2.1830496361745e-05,0.0187571024199913
109,NT_PA152,NT_PA152_a,Newry Station Gouldian Finch,Conservation Covenant,ACCP,IV,Y,,580,215.00626592,2009/02/16 00:00:00+00,2009/02/16 00:00:00+00,NT,NT_PWCNT,NT_PWCNT,P,Part NT Por 4003 Auvergne Stock Route Newry Station,T,1,N,,,State,129.07530864,-16.05312115,NRS,0.000181572595934359,0.0537264412956826
110,WA_26763,WA_26763,South Buniche,Nature Reserve,NR,Ia,Y,,1297.8572,1297.45753313,1963/05/03 00:00:00+00,1970/09/18 00:00:00+00,WA,WA_DBCA,WA_DBCA,G,,T,1,I,WA26763,,State,118.78997654,-33.09440705,NRS,0.00125315937434182,0.227747117716283
