OBJECTID,PA_ID,PA_PID,NAME,TYPE,TYPE_ABBR,IUCN,NRS_PA,NRS_MPA,GAZ_AREA,GIS_AREA,GAZ_DATE,LATEST_GAZ,STATE,AUTHORITY,DATASOURCE,GOVERNANCE,COMMENTS,ENVIRON,OVERLAP,MGT_PLAN,RES_NUMBER,ZONE_TYPE,EPBC,LONGITUDE,LATITUDE,PA_SYSTEM,Shape__Area,Shape__Length
724,SA_0102,SA_0102,Seal Bay,Conservation Park,CP,VI,Y,,25000.71537346,0.00028904,1967/04/27 00:00:00+00,2010/02/18 00:00:00+00,SA,SA_DEW,SA_DEW,G,,B,2,M,SA_0102,,State,137.33850364,-35.92760885,NRS,5.152904045e-10,0.0192677870067493
725,TAS_50446,TAS_50446,Little Beach,State Reserve,SR,III,Y,,0,937.23801057,1995/04/29 00:00:00+00,1999/04/30 00:00:00+00,TAS,NRE_TAS,NRE_TAS,G,,T,1,I,TAS50446,,State,148.29210586,-41.62206224,NRS,0.00101244948011542,0.257084251350933
726,SA_184,SA_184,Unnamed (No.HA184),Heritage Agreement,HA,III,Y,,248.64218965,248.79418802,2008/02/26 00:00:00+00,2008/02/26 00:00:00+00,SA,SA_DEW,SA_DEW,P,,T,1,N,SA_184,,State,139.78876799,-35.74214841,NRS,0.000247890873226636,0.0637065421289438
727,QLD_0847WHR001,QLD_0847WHR001,Walter Hill Range,Conservation Park,CP,III,Y,,111.576,105.83691953,2000/04/20 00:00:00+00,2018/12/14 00:00:00+00,QLD,QLD_DES,QLD_DES,G,,T,1,M,0847WHR001,,State,145.99066298,-17.83930761,NRS,9.0212815221824e-05,0.103811031538218
728,WA_25194,WA_25194,Anderson Lake,Nature Reserve,NR,Ia,Y,,478.5928,478.54778385,1958/12/05 00:00:00+00,1991/04/12 00:00:00+00,WA,WA_DBCA,WA_DBCA,G,,T,1,I,WA25194,,State,117.9644384,-34.17261367,NRS,0.000467914555568823,0.101627336965544
729,SA_0218,SA_0218,Currency Creek,Game Reserve,GR,VI,Y,,383.45873722,127.97027902,1975/06/19 00:00:00+00,1976/05/27 00:00:00+00,SA,SA_DEW,SA_DEW,G,,T,1,N,SA_0218,,State,138.84083652,-35.48472341,NRS,0.000127106432227596,0.0959188025781498
730,TAS_50081,TAS_50081_m,Low Point,Conservation Area,CA,VI,Y,,0,0.75285937,2002/12/25 00:00:00+00,2011/10/12 00:00:00+00,TAS,NRE_TAS,NRE_TAS,G,,B,1,I,TAS50081,,State,147.76809392,-39.85943997,NRS,7.9241223973e-07,0.00558362084118799
731,TAS_21559,TAS_21559_b,Storm Bay,Conservation Covenant,ACCP,IV,Y,,0,139.91925518,2006/03/29 00:00:00+00,2006/03/29 00:00:00+00,TAS,TAS_PRIV,NRE_TAS,P,PFRP,T,1,M,TAS21559,,Private,147.73285662,-42.86877264,NRS,0.000154136524378928,0.0680157770434106
732,TAS_50411,TAS_50411_e,Mount Heemskirk,Regional Reserve,RR,VI,Y,,0,0.52056525,2000/12/27 00:00:00+00,2011/07/13 00:00:00+00,TAS,NRE_TAS,NRE_TAS,G,,T,1,I,TAS50411,,State,145.10674907,-41.87819413,NRS,5.64614081723e-07,0.00408494530116005
733,TAS_50027,TAS_50027,Chuckle Head,Conservation Area,CA,VI,Y,,0,310.5747201,1996/07/24 00:00:00+00,2011/09/07 00:00:00+00,TAS,NRE_TAS,NRE_TAS,G,,B,1,I,TAS50027,,State,147.35890581,-43.21969713,NRS,0.000344104672493222,0.187295095621854
734,TAS_10926,TAS_10926,Fordon #3,Conservation Covenant,ACCP,IV,Y,,0,233.79944594,2010/04/14 00:00:00+00,2010/04/14 00:00:00+00,TAS,TAS_PRIV,NRE_TAS,P,FCF,T,1,M,TAS10926,,Private,147.39643769,-41.66086004,NRS,0.000252742062196097,0.0799790864781456
735,SA_20,SA_20,Unnamed (No.HA20),Heritage Agreement,HA,III,Y,,1203.55658396,1203.93370053,1983/05/24 00:00:00+00,1983/05/24 00:00:00+00,SA,SA_DEW,SA_DEW,P,,T,1,N,SA_20,,State,137.99289576,-35.87797588,NRS,0.00120147505485721,0.278664714066605
736,NT_PA59,NT_PA59_k,Finke Gorge,National Park,NP,V,Y,,45285,115.04985646,1966/10/28 00:00:00+00,2011/12/19 00:00:00+00,NT,NT_PWCNT,NT_PWCNT,J,Part of Palm Valley Land Claim 48,T,1,M,NT1174,,State,132.84600079,-24.10100842,NRS,0.000102164279962392,0.0476202796660535
737,NTWA_0173,NTWA_0173A,NTWA Bushland covenant (0173),Conservation Covenant,ACCP,IV,Y,,0,0.11983411,1899/12/30 00:00:00+00,1899/12/30 00:00:00+00,WA,NTWA,NTWA,P,Conservation covenant shapefile over busland only,T,1,M,0173A,,Private,115.25512816,-33.67625513,NRS,1.16505415332e-07,0.00140270549821218
738,VIC_4791,VIC_4791,Stawell London Rd B.R.,Natural Features Reserve,NFR,IV,Y,,3.973,4.03103765,2004/10/19 00:00:00+00,2004/10/19 00:00:00+00,VIC,VIC_DEECA,VIC_DEECA,G,,T,1,N,4791,,State,142.79116879,-37.08415149,NRS,4.0851461034035e-06,0.00812962976444814
739,NSW_N0937,NSW_N0937,Tuggerah,Nature Reserve,NR,Ia,Y,,132,133.62874493,2007/02/28 00:00:00+00,2007/02/28 00:00:00+00,NSW,NSW_DCCEEW,NSW_DCCEEW,G,,T,1,I,N0937,,State,151.44569059,-33.29755461,NRS,0.000129364547854709,0.0711815182627454
740,NSW_N1040,NSW_N1040,Barrakee,State Conservation Area,SCA,II,Y,,174,177.60224889,2005/12/23 00:00:00+00,2005/12/23 00:00:00+00,NSW,NSW_DCCEEW,NSW_DCCEEW,G,,T,1,I,N1040,,State,151.94651118,-31.67211905,NRS,0.000168910644399018,0.0681924316018662
742,VIC_3431,VIC_3431,Myrrhee H2 B.R,Natural Features Reserve,NFR,IV,Y,,78.208,78.22995879,1979/05/01 00:00:00+00,1979/05/01 00:00:00+00,VIC,VIC_DEECA,VIC_DEECA,G,,T,1,N,3431,,State,146.34877663,-36.72297516,NRS,7.89124447673535e-05,0.034172388897442
744,TAS_50751,TAS_50751_af,Red Hut Point,Conservation Area,CA,V,Y,,0,0.0314379,2011/08/03 00:00:00+00,2011/08/03 00:00:00+00,TAS,NRE_TAS,NRE_TAS,G,CLAC,B,1,N,TAS50751,,State,144.03023176,-40.10095391,NRS,3.3204855129e-08,0.000942108416681551
745,TAS_13515,TAS_13515_a,Hazelwood (Ravenscroft Rivulet),Conservation Covenant,ACCP,IV,Y,,0,47.32262485,2010/12/06 00:00:00+00,2010/12/06 00:00:00+00,TAS,TAS_PRIV,NRE_TAS,P,FCF,T,1,M,TAS13515,,Private,147.78325374,-42.80742779,NRS,5.20791947813275e-05,0.0341424335706489
746,SA_50,SA_50,Unnamed (No.HA50),Heritage Agreement,HA,III,Y,,30.41144444,30.38636316,1984/04/03 00:00:00+00,1984/04/03 00:00:00+00,SA,SA_DEW,SA_DEW,P,,T,1,N,SA_50,,State,140.2271433,-36.31515104,NRS,3.04926898960555e-05,0.0250859215552041
747,QLD_0576FLY001,QLD_0576FLY001,Fort Lytton,National Park,NP,II,Y,,12.6188,12.849244,1990/02/03 00:00:00+00,1996/10/04 00:00:00+00,QLD,QLD_DES,QLD_DES,G,,T,1,M,0576FLY001,,State,153.15072306,-27.41323154,NRS,1.1725841503921e-05,0.0252665486120851
748,VIC_3488,VIC_3488,Cooriemungle,Reference Area,RA,Ia,Y,,0,0.85796803,1983/07/27 00:00:00+00,1983/07/27 00:00:00+00,VIC,VIC_DEECA,VIC_DEECA,G,,T,1,M,3488,,State,143.08007979,-38.51396132,NRS,8.862238154585e-07,0.0171570991265552
749,TAS_12631,TAS_12631,Caroline Creek,Conservation Covenant,ACCP,IV,Y,,0,117.43740394,2009/12/10 00:00:00+00,2009/12/10 00:00:00+00,TAS,TAS_PRIV,NRE_TAS,P,FCF,T,1,M,TAS12631,,Private,146.39890733,-41.26810684,NRS,0.000126193332760649,0.0534727424539689
750,VIC_4200,VIC_4200,Joel South N.F.R.,Natural Features Reserve,NFR,IV,Y,,10.941,10.94401918,1985/01/01 00:00:00+00,1985/01/01 00:00:00+00,VIC,VIC_DEECA,VIC_DEECA,G,,T,1,N,4200,,State,143.09443103,-37.05822583,NRS,1.1087221345957e-05,0.0159191730001021
752,QLD_1072RRR001,QLD_1072RRR001,Rinyirru (Lakefield),Resources Reserve,RSR,VI,Y,,88.289,88.30111316,2011/07/01 00:00:00+00,2016/07/01 00:00:00+00,QLD,QLD_DES,QLD_DES,G,,T,1,M,1072RRR001,,State,144.4137855,-15.25548956,NRS,7.4210512400258e-05,0.102070405924032
754,QLD_NR236,QLD_NR236,Noosa North Shore,Nature Refuge,NREF,VI,Y,,3.99,3.99275387,2008/04/18 00:00:00+00,2008/04/18 00:00:00+00,QLD,QLD_DES,QLD_DES,P,PA_ID/PA_PID based on old Reserve Number.,T,1,N,AP19037,,Private,153.04294949,-26.36512154,NRS,3.610779009787e-06,0.00821727687938159
755,VIC_767,VIC_767,"Sheepwash, Charam W.R",Natural Features Reserve,NFR,VI,Y,,160.927,160.97509286,1983/11/22 00:00:00+00,1992/07/15 00:00:00+00,VIC,VIC_DEECA,VIC_DEECA,G,,T,1,N,767,,State,141.49040878,-36.90532775,NRS,0.000162756669465266,0.0579950315729797
756,TAS_10267,TAS_10267,Heybridge,Conservation Covenant,ACCP,IV,Y,,0,9.73999479,2003/08/13 00:00:00+00,2003/08/13 00:00:00+00,TAS,TAS_PRIV,NRE_TAS,P,PAPL,T,1,M,TAS10267,,Private,145.96707862,-41.08483699,NRS,1.04377209386225e-05,0.015053352731848
758,QLD_0244SNK001,QLD_0244SNK001,Snake Range,National Park,NP,II,Y,,2687.695,2689.02433593,1972/09/16 00:00:00+00,1998/08/07 00:00:00+00,QLD,QLD_DES,QLD_DES,G,,T,1,M,0244SNK001,,State,147.58342462,-24.03874287,NRS,0.00238682792511024,0.216918340940555
759,SA_10123,SA_10123,The Bluff,Forest Reserve,FR,IV,Y,,76.04539743,75.65165281,,,SA,SA_FRST,SA_DEW,G,,T,1,M,SA_10123,,State,140.55529588,-37.71911927,NRS,7.73082299529465e-05,0.0377862292236352
764,SA_0850,SA_0850,Fowlers Bay,Conservation Park,CP,VI,Y,,48123.19887366,0.00531674,1993/11/11 00:00:00+00,2014/07/10 00:00:00+00,SA,SA_DEW,SA_DEW,G,,B,2,M,SA_0850,,State,132.32914416,-32.00897495,NRS,4.93828227e-09,0.0538090580416895
765,TAS_12672,TAS_12672_f,Vale of Belvoir,Conservation Covenant,ACCP,IV,Y,,0,2.52278318,2010/04/26 00:00:00+00,2010/04/26 00:00:00+00,TAS,TLC,NRE_TAS,P,PAPL (TLC) TLC Reserve,T,1,M,TAS12672,,Private,145.89877433,-41.54265515,NRS,2.722175496205e-06,0.013117795896356
766,SA_1160,SA_1160,Unnamed (No.HA1160),Heritage Agreement,HA,III,Y,,3.06348613,3.06876879,1999/12/22 00:00:00+00,1999/12/22 00:00:00+00,SA,SA_DEW,SA_DEW,P,,T,1,N,SA_1160,,State,138.63592972,-35.22395407,NRS,3.038302913527e-06,0.00718984706076016
768,VIC_266,VIC_266,Solomon Gully N.C.R.,Natural Features Reserve,NFR,Ia,Y,,19.408,19.41401365,1980/07/08 00:00:00+00,2007/02/06 00:00:00+00,VIC,VIC_DEECA,VIC_DEECA,G,,T,1,N,266,,State,144.2791343,-36.78022543,NRS,1.95978410661395e-05,0.0300801701626623
772,SA_464,SA_464,Unnamed (No.HA464),Heritage Agreement,HA,III,Y,,259.23258833,259.5165983,1991/02/22 00:00:00+00,1991/02/22 00:00:00+00,SA,SA_DEW,SA_DEW,P,,T,1,N,SA_464,,State,140.13660478,-35.52946022,NRS,0.000257892936434407,0.0767223202434463
773,VIC_1408,VIC_1408,Ruffy B.R.,Natural Features Reserve,NFR,IV,Y,,26.891,26.8994308,1987/02/11 00:00:00+00,2005/06/15 00:00:00+00,VIC,VIC_DEECA,VIC_DEECA,G,,T,1,N,1408,,State,145.48179181,-36.99874884,NRS,2.7230340199847e-05,0.0209558707931064
775,AWC_3,AWC_3,Buckaringa,Private Nature Reserve,PNR,II,Y,,0,2088.81988306,,,SA,AWC,AWC,P,,T,1,M,3,,Private,138.05880097,-32.07926725,NRS,0.00199524910643336,0.243625730664115
776,NT_PA97,NT_PA97_z,Tjoritja / West MacDonnell,National Park,NP,V,Y,,256608,204.76304568,1992/09/30 00:00:00+00,2012/04/23 00:00:00+00,NT,NT_PWCNT,NT_PWCNT,J,Former parcel NT Por 688,T,1,M,,,State,133.85899353,-23.65010341,NRS,0.000181220693712391,0.0796152301095163
777,WA_33308,WA_33308,Unnamed WA33308,5(1)(h) Reserve,S5H,II,Y,,403,398.10743105,1975/05/30 00:00:00+00,2006/06/29 00:00:00+00,WA,WA_DBCA,WA_DBCA,G,,B,1,M,WA33308,,State,117.96385217,-35.00550944,NRS,0.000393119042092982,0.10050683347798
778,WA_33448,WA_33448,Unnamed WA33448,Conservation Park,CP,II,Y,,34.8239523,39.17182656,1975/06/27 00:00:00+00,1997/09/02 00:00:00+00,WA,WA_DBCA,WA_DBCA,G,,T,1,I,WA33448,,State,115.98000182,-32.99102408,NRS,3.77908980116315e-05,0.0356836031886318
779,VIC_3647,VIC_3647,Blond Bay W.R.,Natural Features Reserve,NFR,VI,Y,,1922.207,1922.19211011,1984/06/19 00:00:00+00,2001/12/20 00:00:00+00,VIC,VIC_DEECA,VIC_DEECA,G,,T,1,S,3647,,State,147.5687636,-38.00577148,NRS,0.00197185160400942,0.530650891147177
780,WA_10716,WA_10716_a,Karlgarin,Nature Reserve,NR,Ia,Y,,232.0467,232.01752088,1907/05/24 00:00:00+00,1983/05/27 00:00:00+00,WA,WA_DBCA,WA_DBCA,G,,T,1,I,WA10716,,State,118.54847242,-32.49855167,NRS,0.000222620463580813,0.0925103968538356
784,NSW_N1112,NSW_N1112,Worimi,State Conservation Area,SCA,II,Y,,1042.5,886.47544337,2007/02/01 00:00:00+00,2007/02/02 00:00:00+00,NSW,NSW_DCCEEW,NSW_DCCEEW,J,,T,1,M,N1112,,State,151.86677247,-32.83994009,NRS,0.000853776810719586,0.311885483446092
785,VIC_2767,VIC_2767,Break O'Day Creek SS.R.,Natural Features Reserve,NFR,III,Y,,2.159,2.16000608,1979/03/20 00:00:00+00,1979/03/20 00:00:00+00,VIC,VIC_DEECA,VIC_DEECA,G,,T,1,N,2767,,State,145.33685082,-37.33204461,NRS,2.1960882465945e-06,0.00907737761895572
786,BHA_9,BHA_9_c,Nardoo Hills,Conservation Reserve,CR,Ia,Y,,216,215.50855786,2012/07/18 00:00:00+00,2012/07/18 00:00:00+00,VIC,BHA,BHA,P,,T,1,M,9,,Private,143.54524309,-36.3346125,NRS,0.000216316040664151,0.0707094935590511
790,TAS_51112,TAS_51112,Doctors Peak,Regional Reserve,RR,IV,Y,,0,3040.17644259,1996/12/25 00:00:00+00,2013/12/11 00:00:00+00,TAS,NRE_TAS,NRE_TAS,G,Transfer of FRs,T,1,N,TAS51112,,State,148.19681603,-41.20326946,NRS,0.00326373510282461,0.271673932187672
791,QLD_NR337,QLD_NR337,Wairambar Creek,Nature Refuge,NREF,VI,Y,,30,29.02372291,2008/08/29 00:00:00+00,2008/08/29 00:00:00+00,QLD,QLD_DES,QLD_DES,P,PA_ID/PA_PID based on old Reserve Number.,T,1,N,AP18927,,Private,145.72303375,-17.40264491,NRS,2.4680740392441e-05,0.0382909357791872
792,VIC_1295,VIC_1295,Panitya B.R.,Natural Features Reserve,NFR,IV,Y,,14.832,14.82241881,1990/05/08 00:00:00+00,2005/07/19 00:00:00+00,VIC,VIC_DEECA,VIC_DEECA,G,,T,1,N,1295,,State,141.00096546,-35.23415376,NRS,1.46770208858655e-05,0.0237632265138955
793,SA_1095,SA_1095,Unnamed (No.HA1095),Heritage Agreement,HA,III,Y,,430.9704666,432.64521509,1999/03/08 00:00:00+00,1999/03/08 00:00:00+00,SA,SA_DEW,SA_DEW,P,,T,1,N,SA_1095,,State,136.6988326,-33.81805848,NRS,0.000421293775899826,0.0903786469436258
794,SA_1079,SA_1079,Unnamed (No.HA1079),Heritage Agreement,HA,III,Y,,16.14983952,16.18177838,1998/06/03 00:00:00+00,1998/06/03 00:00:00+00,SA,SA_DEW,SA_DEW,P,,T,1,N,SA_1079,,State,138.69344371,-35.03527442,NRS,1.59847529651e-05,0.0283104354670941
797,WA_40628,WA_40628,Toolonga,Nature Reserve,NR,Ia,Y,,404557.651,0.0053629,1988/09/09 00:00:00+00,1988/09/09 00:00:00+00,WA,WA_DBCA,WA_DBCA,G,,T,2,I,WA40628,,State,115.40661128,-26.73732233,NRS,4.578034275e-09,0.227709206229177
798,VIC_1220,VIC_1220,Balmers Tank B.R,Natural Features Reserve,NFR,IV,Y,,184.435,184.35548116,1979/05/01 00:00:00+00,1987/11/25 00:00:00+00,VIC,VIC_DEECA,VIC_DEECA,G,,T,1,N,1220,,State,142.90228959,-35.43481252,NRS,0.000182994196902214,0.0649783620024033
799,TAS_10820,TAS_10820_b,Prices Flats Road,Conservation Covenant,ACCP,IV,Y,,0,0.79062234,2007/02/15 00:00:00+00,2007/02/15 00:00:00+00,TAS,TAS_PRIV,NRE_TAS,P,PAPL,T,1,M,TAS10820,,Private,147.74556177,-43.03893963,NRS,8.733326923425e-07,0.00415561962880751
800,QLD_1049PMI001,QLD_1049PMI001,Pumicestone,National Park,NP,II,Y,,1013.2587,1014.5648636,2010/06/04 00:00:00+00,2018/12/14 00:00:00+00,QLD,QLD_DES,QLD_DES,G,,T,1,M,1049PMI001,,State,153.06056399,-26.99279198,NRS,0.000921948867663301,0.520050455862493
801,SA_0790,SA_0790,Hincks,Wilderness Protection Area,WPA,Ib,Y,,133315.165883,66912.1811907,1941/08/28 00:00:00+00,2004/09/30 00:00:00+00,SA,SA_DEW,SA_DEW,G,,T,1,M,SA_0790,,State,136.02125676,-33.85672319,NRS,0.0651981381922932,1.42913667028277
802,NSW_N0216,NSW_N0216,Wisemans Ferry,Historic Site,HS,II,Y,,21.381,21.47594306,1986/11/07 00:00:00+00,1987/08/28 00:00:00+00,NSW,NSW_DCCEEW,NSW_DCCEEW,G,Included for first time in CAPAD 2024,T,1,M,N0216,,State,150.98426139,-33.39110963,NRS,2.08119069079135e-05,0.0218762523760565
803,TAS_10273,TAS_10273_a,Harts Lane,Conservation Covenant,ACCP,IV,Y,,0,18.54882013,2003/02/05 00:00:00+00,2003/02/05 00:00:00+00,TAS,TAS_PRIV,NRE_TAS,P,PAPL,T,1,M,TAS10273,,Private,146.46551707,-41.4722656,NRS,1.9993801414918e-05,0.0211047743003774
804,TAS_10700,TAS_10700_b,Rocky Hills #3,Conservation Covenant,ACCP,IV,Y,,0,2.72249588,2004/05/03 00:00:00+00,2004/05/03 00:00:00+00,TAS,TAS_PRIV,NRE_TAS,P,PAPL,T,1,M,TAS10700,,Private,148.01084507,-42.22903148,NRS,2.968979714284e-06,0.0113914786841678
807,TFN_VIC_P0301,TFN_VIC_P0301,Unnamed P0301,Private Nature Reserve,PNR,Ia,Y,,0,127.72324766,,,VIC,TFN_VIC,TFN_VIC,P,,T,1,M,P0301,,Private,146.2195963,-38.3864588,NRS,0.000131697902176766,0.0502973681954204
809,SA_0175,SA_0175,Middlecamp Hills,Conservation Park,CP,Ia,Y,,835.27805932,838.67358811,1977/11/24 00:00:00+00,1977/11/24 00:00:00+00,SA,SA_DEW,SA_DEW,G,,T,1,N,SA_0175,,State,136.76274787,-33.64396024,NRS,0.000815086971787427,0.146689817258397
811,WA_04070,WA_04070,Barracca,Nature Reserve,NR,Ia,Y,,17.4138,17.7902907,1918/04/19 00:00:00+00,1989/08/18 00:00:00+00,WA,WA_DBCA,WA_DBCA,G,,T,1,R,WA04070,,State,116.02766599,-31.52226181,NRS,1.6892819727792e-05,0.0185783157518372
812,TAS_50265,TAS_50265_v,Killiecrankie,Nature Recreation Area,NRA,VI,Y,,0,0.05826846,2002/12/25 00:00:00+00,2011/08/03 00:00:00+00,TAS,NRE_TAS,NRE_TAS,G,,B,1,I,TAS50265,,State,147.84118374,-39.81489859,NRS,6.1290554957e-08,0.00116592320421047
813,NSW_N0758,NSW_N0758,Wallamba,Nature Reserve,NR,II,Y,,1160,1146.87239151,1999/01/01 00:00:00+00,1999/01/01 00:00:00+00,NSW,NSW_DCCEEW,NSW_DCCEEW,G,,T,1,I,N0758,,State,152.31053342,-32.13231157,NRS,0.00109610150763807,0.29797959728598
814,SA_11,SA_11,Unnamed (No.HA11),Heritage Agreement,HA,III,Y,,7.50073571,7.51508582,1982/11/24 00:00:00+00,1982/11/24 00:00:00+00,SA,SA_DEW,SA_DEW,P,,T,1,N,SA_11,,State,139.17366469,-35.12637653,NRS,7.4317644231065e-06,0.0246032673005069
815,VIC_1163,VIC_1163,Woornack I109 B.R,Natural Features Reserve,NFR,IV,Y,,9.708,9.70127254,1979/05/01 00:00:00+00,1982/08/17 00:00:00+00,VIC,VIC_DEECA,VIC_DEECA,G,,T,1,N,1163,,State,142.49684753,-35.1732982,NRS,9.5990790963875e-06,0.0125501410327421
816,WA_38749,WA_38749,Unnamed WA38749,Conservation Park,CP,II,Y,,68.6746,68.55627897,1984/05/25 00:00:00+00,2008/10/16 00:00:00+00,WA,WA_DBCA,WA_DBCA,G,,T,1,M,WA38749,,State,115.78216571,-32.59644772,NRS,6.58522905842375e-05,0.0356086750833428
817,SA_0878,SA_0878,Pualco Range,Conservation Park,CP,VI,Y,,23632.02652839,7913.63002639,2010/09/23 00:00:00+00,2010/09/23 00:00:00+00,SA,SA_DEW,SA_DEW,G,,T,1,N,SA_0878,,State,139.56257097,-32.96283321,NRS,0.00763032604128625,0.698357277319252
818,SA_895,SA_895,Unnamed (No.HA895),Heritage Agreement,HA,III,Y,,20.35242483,20.37061862,1994/06/15 00:00:00+00,1994/06/15 00:00:00+00,SA,SA_DEW,SA_DEW,P,,T,1,N,SA_895,,State,137.51695246,-35.61937891,NRS,2.0265972043557e-05,0.0185329019992721
819,NT_PA118,NT_PA118_c,Mary River,National Park,NP,V,Y,,112322,262.03451135,1992/09/04 00:00:00+00,2012/01/31 00:00:00+00,NT,NT_PWCNT,NT_PWCNT,J,,T,1,M,,,State,131.89102153,-12.38507032,NRS,0.000217805863403353,0.475662128620387
820,WA_15312,WA_15312,Unnamed WA15312,Nature Reserve,NR,Ia,Y,,2.0275,2.02712844,1914/04/03 00:00:00+00,1989/04/14 00:00:00+00,WA,WA_DBCA,WA_DBCA,G,,T,1,I,WA15312,,State,116.7345876,-30.34710881,NRS,1.901823838549e-06,0.00600225808260599
821,VIC_3763,VIC_3763,Mitchell River water reserve G.L.R.,Natural Features Reserve,NFR,VI,Y,,15.275,15.27609676,1984/06/19 00:00:00+00,1984/06/19 00:00:00+00,VIC,VIC_DEECA,VIC_DEECA,G,,T,1,N,3763,,State,147.63789911,-37.8633848,NRS,1.5641160232093e-05,0.0219456267633164
822,SA_1227,SA_1227,Unnamed (No.HA1227),Heritage Agreement,HA,III,Y,,194.31155209,194.76082225,2001/08/28 00:00:00+00,2001/08/28 00:00:00+00,SA,SA_DEW,SA_DEW,P,,T,1,N,SA_1227,,State,140.26907477,-34.91224253,NRS,0.000192103537026121,0.0936942825554138
824,WA_14014,WA_14014,Unnamed WA14014,Nature Reserve,NR,Ia,Y,,53.156,53.16197235,1912/04/19 00:00:00+00,2006/09/04 00:00:00+00,WA,WA_DBCA,WA_DBCA,G,,T,1,I,WA14014,,State,118.02813741,-32.22740505,NRS,5.08658265070715e-05,0.0447822989308943
825,SA_21,SA_21,Unnamed (No.HA21),Heritage Agreement,HA,III,Y,,10.3993784,10.41635697,1983/05/24 00:00:00+00,1983/05/24 00:00:00+00,SA,SA_DEW,SA_DEW,P,,T,1,N,SA_21,,State,139.03522302,-35.27052939,NRS,1.0318732422771e-05,0.0198196391826804
826,VIC_639,VIC_639,Tabilk Lagoon W.R,Natural Features Reserve,NFR,VI,Y,,138.43,138.47504636,1982/08/24 00:00:00+00,1982/08/24 00:00:00+00,VIC,VIC_DEECA,VIC_DEECA,G,,T,1,N,639,,State,145.10451665,-36.8252885,NRS,0.000139863668637556,0.283162030679381
828,SA_1494,SA_1494,Unnamed (No.HA1494),Heritage Agreement,HA,III,Y,,12.63539767,12.69350258,2012/04/18 00:00:00+00,2012/04/18 00:00:00+00,SA,SA_DEW,SA_DEW,P,,T,1,N,SA_1494,,State,138.30274419,-32.96836381,NRS,1.2242972450851e-05,0.0161451826425221
829,VIC_94,VIC_94,Glenlee F.F.R,Nature Conservation Reserve,NCR,Ia,Y,,554.403,554.47209667,1987/09/22 00:00:00+00,1989/11/22 00:00:00+00,VIC,VIC_DEECA,VIC_DEECA,G,,T,1,N,94,,State,141.8441746,-36.24314423,NRS,0.000555875279511841,0.152463371544152
830,TAS_14064,TAS_14064_c,Jims Plains,Conservation Covenant,ACCP,IV,Y,,0,58.71765799,2018/04/06 00:00:00+00,2018/04/06 00:00:00+00,TAS,TAS_PRIV,NRE_TAS,P,Compensation,T,1,M,TAS14064,,Private,144.8602429,-40.83721401,NRS,6.26888701791215e-05,0.0369904302337136
832,NSW_FR183,NSW_FR183,Currowan Creek,Flora Reserve,FLR,Ia,Y,,71,71.39950562,2001/01/01 00:00:00+00,2001/01/01 00:00:00+00,NSW,FC_NSW,FC_NSW,G,,T,1,M,FR183,,State,150.03341261,-35.5422286,NRS,7.09652397755565e-05,0.0363616538730102
833,TAS_51034,TAS_51034,Mount Wedge,Conservation Area,CA,V,Y,,0,9.94749519,1984/02/01 00:00:00+00,2013/12/11 00:00:00+00,TAS,NRE_TAS,NRE_TAS,G,Transfer of FRs,T,1,M,TAS51034,,State,146.27273536,-42.82935465,NRS,1.095137676886e-05,0.0167107658998006
834,NSW_N0428,NSW_N0428,Five Islands,Nature Reserve,NR,IV,Y,,26.7092,27.3918727,1960/06/10 00:00:00+00,1960/06/10 00:00:00+00,NSW,NSW_DCCEEW,NSW_DCCEEW,G,,T,1,M,N0428,,State,150.92861634,-34.49113894,NRS,2.68819908863615e-05,0.0597796444003209
835,SA_811,SA_811,Unnamed (No.HA811),Heritage Agreement,HA,III,Y,,398.1651789,400.00086853,1993/06/10 00:00:00+00,1993/06/10 00:00:00+00,SA,SA_DEW,SA_DEW,P,,T,1,N,SA_811,,State,134.80085363,-32.931739,NRS,0.000385678493411189,0.164513788303271
836,WA_19662,WA_19662,Stinton Cascades,Nature Reserve,NR,Ia,Y,,132.8002,132.78803486,1927/10/28 00:00:00+00,1990/02/02 00:00:00+00,WA,WA_DBCA,WA_DBCA,G,,T,1,R,WA19662,,State,116.1098778,-32.10274338,NRS,0.00012687579114913,0.106261790353502
838,WA_15107,WA_15107,Lake Pleasant View,Nature Reserve,NR,Ia,Y,,267.0925,244.71544282,1913/12/05 00:00:00+00,1959/04/03 00:00:00+00,WA,WA_DBCA,WA_DBCA,G,,T,1,M,WA15107,,State,118.17942138,-34.82634627,NRS,0.00024112765308727,0.0649974747799061
840,NSW_FR167,NSW_FR167,Letts Mountain,Flora Reserve,FLR,Ia,Y,,910,1.16586017,1999/01/01 00:00:00+00,1999/01/01 00:00:00+00,NSW,FC_NSW,FC_NSW,G,,T,2,M,FR167,,State,149.50724405,-37.07237233,NRS,1.1812922185315e-06,0.0127371645142908
841,SA_1673,SA_1673,Unnamed (No.HA1673),Heritage Agreement,HA,III,Y,,69.8757126,70.09566468,2023/01/20 00:00:00+00,2023/01/20 00:00:00+00,SA,SA_DEW,SA_DEW,P,,T,1,N,SA_1673,,State,135.48525701,-34.39593115,NRS,6.8717721189566e-05,0.0617287221126485
